article_title,author_number,author_human_id,author_first_name,author_last_name,author_affiliation,year,paper_id,mean_overall_score_for_presentation,mean_acceptance_rate
ChanceMINT.NRW – Studienbiografische Wendepunkte und Karriereperspektiven,2,Elina---Demel---Cabrini College at George Pepper Middle School,Elina,Demel,Cabrini College at George Pepper Middle School,2015,2015---170,3.8333333333333335,0.6666666666666666
ChanceMINT.NRW – Studienbiografische Wendepunkte und Karriereperspektiven,3,Raphael---Crockarell---Brandman University -  Santa Maria,Raphael,Crockarell,Brandman University -  Santa Maria,2015,2015---170,3.8333333333333335,0.6666666666666666
The Gleam of Light: Moral Perfectionism and Education in Dewey and Emerson,1,Nia---Gosvener---William Woods University at Farmington Public School,Nia,Gosvener,William Woods University at Farmington Public School,2015,2015---171,3.2,0.6
The Gleam of Light: Moral Perfectionism and Education in Dewey and Emerson,2,Stewart---Luxenberg---Dragon Rises College of Oriental Medicine,Stewart,Luxenberg,Dragon Rises College of Oriental Medicine,2015,2015---171,3.2,0.6
The Gleam of Light: Moral Perfectionism and Education in Dewey and Emerson,3,Olympia---Clabo---McKendree University at Red Bud,Olympia,Clabo,McKendree University at Red Bud,2015,2015---171,3.2,0.6
The Gleam of Light: Moral Perfectionism and Education in Dewey and Emerson,4,Foster---Desnoyers---Pisgah HS,Foster,Desnoyers,Pisgah HS,2015,2015---171,3.2,0.6
The Gleam of Light: Moral Perfectionism and Education in Dewey and Emerson,5,Beula---Torry---Kaplan Test Prep,Beula,Torry,Kaplan Test Prep,2015,2015---171,3.2,0.6
The Gleam of Light: Moral Perfectionism and Education in Dewey and Emerson,6,Siu---Hayduk---Friends University at Saint Francis Health Center / Diabetes Center,Siu,Hayduk,Friends University at Saint Francis Health Center / Diabetes Center,2015,2015---171,3.2,0.6
The Gleam of Light: Moral Perfectionism and Education in Dewey and Emerson,7,Jenna---Gonda---Nassau Community College,Jenna,Gonda,Nassau Community College,2015,2015---171,3.2,0.6
Transforming Research Methods in the Social Sciences: Case Studies from South Africa,1,Tonette---Vixayack---Simpson College West Des Moines,Tonette,Vixayack,Simpson College West Des Moines,2015,2015---172,4,0.25
Transforming Research Methods in the Social Sciences: Case Studies from South Africa,2,Alfred---Hanifan---Long Island University at Southampton School District,Alfred,Hanifan,Long Island University at Southampton School District,2015,2015---172,4,0.25
Transforming Research Methods in the Social Sciences: Case Studies from South Africa,3,Hazel---Uno---Westcliff University,Hazel,Uno,Westcliff University,2015,2015---172,4,0.25
Transforming Research Methods in the Social Sciences: Case Studies from South Africa,4,Mignon---Bakewell---Kellogg Community College,Mignon,Bakewell,Kellogg Community College,2015,2015---172,4,0.25
Transforming Research Methods in the Social Sciences: Case Studies from South Africa,5,Lizette---Saglibene---Riverside Adult School - Educational Options Center,Lizette,Saglibene,Riverside Adult School - Educational Options Center,2015,2015---172,4,0.25
Transforming Research Methods in the Social Sciences: Case Studies from South Africa,6,Nana---Sumerlin---Colby Community College,Nana,Sumerlin,Colby Community College,2015,2015---172,4,0.25
Steeling the Mind: Combat Stress Reactions and Their Implications for Urban Warfare,1,Nery---Dudek---North Central WV Opportunities Industrialization Center (OIC Training Academy),Nery,Dudek,North Central WV Opportunities Industrialization Center (OIC Training Academy),2015,2015---173,3.25,0
Steeling the Mind: Combat Stress Reactions and Their Implications for Urban Warfare,2,Mickey---Willhelm---Pennsylvania Highlands Community College - Huntingdon Education Center,Mickey,Willhelm,Pennsylvania Highlands Community College - Huntingdon Education Center,2015,2015---173,3.25,0
Steeling the Mind: Combat Stress Reactions and Their Implications for Urban Warfare,3,Mana---Sodaro---Stratford University - Glen Allen,Mana,Sodaro,Stratford University - Glen Allen,2015,2015---173,3.25,0
Developing a Framework for Establishing Clinical Decision Support Meaningful Use Objectives for Clinical Specialties,1,Brinda---Berneri---COCA ? Center of Creative Arts,Brinda,Berneri,COCA ? Center of Creative Arts,2015,2015---174,2.75,0.25
Developing a Framework for Establishing Clinical Decision Support Meaningful Use Objectives for Clinical Specialties,2,"Kanesha---Zordan---DeVry University at Coast Guard - San Pedro, CA",Kanesha,Zordan,"DeVry University at Coast Guard - San Pedro, CA",2015,2015---174,2.75,0.25
Developing a Framework for Establishing Clinical Decision Support Meaningful Use Objectives for Clinical Specialties,3,Twanna---Wesloh---Empire Beauty School - Lisle,Twanna,Wesloh,Empire Beauty School - Lisle,2015,2015---174,2.75,0.25
Developing a Framework for Establishing Clinical Decision Support Meaningful Use Objectives for Clinical Specialties,4,Mayra---Felps---Lehigh Valley Hospital & Health Network,Mayra,Felps,Lehigh Valley Hospital & Health Network,2015,2015---174,2.75,0.25
Developing a Framework for Establishing Clinical Decision Support Meaningful Use Objectives for Clinical Specialties,5,Wava---Schinkel---University of Phoenix at Rockville Learning Center,Wava,Schinkel,University of Phoenix at Rockville Learning Center,2015,2015---174,2.75,0.25
Developing a Framework for Establishing Clinical Decision Support Meaningful Use Objectives for Clinical Specialties,6,Rudy---Crieghton---Rabbi Jacob Joseph School,Rudy,Crieghton,Rabbi Jacob Joseph School,2015,2015---174,2.75,0.25
Jahrbuch für direkte Demokratie 2010,1,Rigoberto---Hiott---Lesley University at Urban Teacher,Rigoberto,Hiott,Lesley University at Urban Teacher,2015,2015---175,3.5,0.5
Jahrbuch für direkte Demokratie 2010,2,Colin---Cappas---Elmhurst College at Elmhurst Memorial Hospital,Colin,Cappas,Elmhurst College at Elmhurst Memorial Hospital,2015,2015---175,3.5,0.5
Jahrbuch für direkte Demokratie 2010,3,Earle---Khammixay---Herzing University - St. Louis Park,Earle,Khammixay,Herzing University - St. Louis Park,2015,2015---175,3.5,0.5
"Struggling for the Umma: Changing Leadership Roles of Kiai in Jombang, East Java",1,Sebrina---Mcfeeters---Mid-Continent University,Sebrina,Mcfeeters,Mid-Continent University,2015,2015---176,3,0.2
"Struggling for the Umma: Changing Leadership Roles of Kiai in Jombang, East Java",2,Evan---Orum---Adams State University at Mesa State College Continuing Ed. Center,Evan,Orum,Adams State University at Mesa State College Continuing Ed. Center,2015,2015---176,3,0.2
From Grain to Pixel: The Archival Life of Film in Transition,1,Cassidy---Otomo---Carrington College Branch Campus San Leandro,Cassidy,Otomo,Carrington College Branch Campus San Leandro,2015,2015---177,2.6666666666666665,0.16666666666666666
From Grain to Pixel: The Archival Life of Film in Transition,2,Rosetta---Karageorge---Mountain State University - Orlando,Rosetta,Karageorge,Mountain State University - Orlando,2015,2015---177,2.6666666666666665,0.16666666666666666
From Grain to Pixel: The Archival Life of Film in Transition,3,Randee---Buggs---Central Louisiana Technical Community College - Oakdale Campus,Randee,Buggs,Central Louisiana Technical Community College - Oakdale Campus,2015,2015---177,2.6666666666666665,0.16666666666666666
"Family Experiments: Middle-class, professional families in Australia and New Zealand c. 1880–1920",1,Inez---Goldberg---Dickinson State University,Inez,Goldberg,Dickinson State University,2015,2015---178,3.8333333333333335,0.16666666666666666
"Family Experiments: Middle-class, professional families in Australia and New Zealand c. 1880–1920",2,Jessi---Skaer---Brandman University -  Walnut Creek,Jessi,Skaer,Brandman University -  Walnut Creek,2015,2015---178,3.8333333333333335,0.16666666666666666
"Family Experiments: Middle-class, professional families in Australia and New Zealand c. 1880–1920",3,Delila---Alirez---Saint Gregory's University - Tulsa College for Working Adults,Delila,Alirez,Saint Gregory's University - Tulsa College for Working Adults,2015,2015---178,3.8333333333333335,0.16666666666666666
"Family Experiments: Middle-class, professional families in Australia and New Zealand c. 1880–1920",4,Zola---Maeweather---Everest College - Bremerton,Zola,Maeweather,Everest College - Bremerton,2015,2015---178,3.8333333333333335,0.16666666666666666
"Family Experiments: Middle-class, professional families in Australia and New Zealand c. 1880–1920",5,Katelynn---Speidel---Pacific Oaks College -  Volunteers of America,Katelynn,Speidel,Pacific Oaks College -  Volunteers of America,2015,2015---178,3.8333333333333335,0.16666666666666666
"Family Experiments: Middle-class, professional families in Australia and New Zealand c. 1880–1920",6,Clara---Strachman---Endicott College at New England College of Business,Clara,Strachman,Endicott College at New England College of Business,2015,2015---178,3.8333333333333335,0.16666666666666666
"Family Experiments: Middle-class, professional families in Australia and New Zealand c. 1880–1920",7,Shanel---Junkins---Olivet Nazarene University at Diocese of Rockford,Shanel,Junkins,Olivet Nazarene University at Diocese of Rockford,2015,2015---178,3.8333333333333335,0.16666666666666666
Imperial Genus: The Formation and Limits of the Human in Modern Korea and Japan,1,Carlita---Tramell---Empire Beauty School - Philadelphia Woodhaven Road,Carlita,Tramell,Empire Beauty School - Philadelphia Woodhaven Road,2015,2015---179,3,0.5
Contemporary Indonesian Film: Spirits of Reform and Ghosts from the Past,1,Stasia---Akiona---Yeshiva of Nitra Rabbinical College,Stasia,Akiona,Yeshiva of Nitra Rabbinical College,2015,2015---180,3.3333333333333335,0.16666666666666666
Contemporary Indonesian Film: Spirits of Reform and Ghosts from the Past,2,Dacia---Lamonica---Gwynedd Mercy College at Kulp Elementary School,Dacia,Lamonica,Gwynedd Mercy College at Kulp Elementary School,2015,2015---180,3.3333333333333335,0.16666666666666666
"Commonwealth Responsibility and Cold War Solidarity: Australia in Asia, 1944–74",1,Conchita---Stimmell---CU at Raleigh,Conchita,Stimmell,CU at Raleigh,2015,2015---181,2.6666666666666665,0
"Commonwealth Responsibility and Cold War Solidarity: Australia in Asia, 1944–74",2,Burt---Mostert---The Graduate School and University Center of the City University of New York,Burt,Mostert,The Graduate School and University Center of the City University of New York,2015,2015---181,2.6666666666666665,0
"Commonwealth Responsibility and Cold War Solidarity: Australia in Asia, 1944–74",3,Delorse---Bourgoin---Long Island University - C.W. Post Campus at Middletown Teacher Center,Delorse,Bourgoin,Long Island University - C.W. Post Campus at Middletown Teacher Center,2015,2015---181,2.6666666666666665,0
"Commonwealth Responsibility and Cold War Solidarity: Australia in Asia, 1944–74",4,Jone---Nelisse---Saint Joseph's University at Einstein Hospital,Jone,Nelisse,Saint Joseph's University at Einstein Hospital,2015,2015---181,2.6666666666666665,0
"Commonwealth Responsibility and Cold War Solidarity: Australia in Asia, 1944–74",5,Jeana---Amano---Milan Institute,Jeana,Amano,Milan Institute,2015,2015---181,2.6666666666666665,0
On Strike at Hormel: The Struggle for a Democratic Labor Movement,1,Marc---Fischer---McDaniel College at Magruder High School,Marc,Fischer,McDaniel College at Magruder High School,2015,2015---182,3.75,0.5
On Strike at Hormel: The Struggle for a Democratic Labor Movement,2,Glenda---Braker---Chatfield College at Findlay Market,Glenda,Braker,Chatfield College at Findlay Market,2015,2015---182,3.75,0.5
"Everyday Revolutions: Remaking Gender, Sexuality and Culture in 1970s Australia",1,Moshe---Starin---Memorial Sloan-Kettering Cancer Center,Moshe,Starin,Memorial Sloan-Kettering Cancer Center,2015,2015---183,3.8333333333333335,0.5
"Everyday Revolutions: Remaking Gender, Sexuality and Culture in 1970s Australia",2,Tiffiny---Stromme---Fairleigh Dickinson University at Monmouth County Graduate Center,Tiffiny,Stromme,Fairleigh Dickinson University at Monmouth County Graduate Center,2015,2015---183,3.8333333333333335,0.5
NGOs and Political Change: A History of the Australian Council for International Development,1,Rolande---Kubilus---Central Louisiana Technical Community College - Ferriday Campus,Rolande,Kubilus,Central Louisiana Technical Community College - Ferriday Campus,2015,2015---184,2.6666666666666665,0.5
NGOs and Political Change: A History of the Australian Council for International Development,2,Oma---Destime---Nonproliferation and National Security Institute,Oma,Destime,Nonproliferation and National Security Institute,2015,2015---184,2.6666666666666665,0.5
Bikol Dictionary,1,Sparkle---Tee---American Academy McAllister Institute of Funeral Services,Sparkle,Tee,American Academy McAllister Institute of Funeral Services,2015,2015---185,3.5,0.5
Bikol Dictionary,2,Alleen---Kowaleski---Central Michigan University at Fort Belvoir Center,Alleen,Kowaleski,Central Michigan University at Fort Belvoir Center,2015,2015---185,3.5,0.5
Bikol Dictionary,3,Tanesha---Martes---Indiana Wesleyan University at Catholic Diocese of Evansville,Tanesha,Martes,Indiana Wesleyan University at Catholic Diocese of Evansville,2015,2015---185,3.5,0.5
Bikol Dictionary,4,Kate---Bosio---Minnesota State Community and Technical College at Baudette Lineworker Education,Kate,Bosio,Minnesota State Community and Technical College at Baudette Lineworker Education,2015,2015---185,3.5,0.5
Bikol Dictionary,5,Marlon---Mokler---University of Phoenix at Arlington Learning Center,Marlon,Mokler,University of Phoenix at Arlington Learning Center,2015,2015---185,3.5,0.5
"Moving Forward, Looking Back: The European Avant-garde and the Invention of Film Culture, 1919-1939",1,Ming---Eckert---Neosho County Community College at Mercy Hospital,Ming,Eckert,Neosho County Community College at Mercy Hospital,2015,2015---186,3.25,0.25
"Moving Forward, Looking Back: The European Avant-garde and the Invention of Film Culture, 1919-1939",2,Mckenzie---Halliwell---Pennsylvania State University,Mckenzie,Halliwell,Pennsylvania State University,2015,2015---186,3.25,0.25
Race and Ethnicity in Latin America,1,Alanna---Gaietto---Anson College of Cosmetology,Alanna,Gaietto,Anson College of Cosmetology,2015,2015---187,2.2,0.2
"Islands of Inquiry: Colonisation, seafaring and the archaeology of maritime landscapes",1,Shanika---Crudo---Hamrick School,Shanika,Crudo,Hamrick School,2015,2015---188,3.6666666666666665,0.16666666666666666
"Islands of Inquiry: Colonisation, seafaring and the archaeology of maritime landscapes",2,Aurelio---Higman---Academia Morales,Aurelio,Higman,Academia Morales,2015,2015---188,3.6666666666666665,0.16666666666666666
